x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,label
0.5214696526527405,0.5859410166740417,0.5770483613014221,0.5276777148246765,0.46251603960990906,0.5720051527023315,0.575154721736908,0.5745999217033386,0.5718894004821777,0.49338483810424805,0.46962496638298035,0.4685381352901459,0.48002511262893677,0.4197794198989868,0.4031983017921448,0.4162002205848694,0.4333358108997345,0.3586430549621582,0.33207571506500244,0.324314683675766,0.3267366886138916,0.8876662254333496,0.718726396560669,0.5788969993591309,0.5199964046478271,0.5104889273643494,0.45909613370895386,0.2906125783920288,0.18440645933151245,0.09743160009384155,0.4586728513240814,0.4430326819419861,0.527260422706604,0.567393958568573,0.5003911256790161,0.4759531617164612,0.5551804900169373,0.5947265625,0.5540034770965576,0.39994633197784424,0.3255786597728729,0.2607480585575104,c
0.5093997716903687,0.5802407264709473,0.5731010437011719,0.5186382532119751,0.4499109983444214,0.5577046275138855,0.5545198321342468,0.5508072376251221,0.5464377403259277,0.4754011631011963,0.45066097378730774,0.4486560523509979,0.4621603190898895,0.40046826004981995,0.3802032172679901,0.39034661650657654,0.4080144464969635,0.3396853804588318,0.3127460777759552,0.30329227447509766,0.30473512411117554,0.8659282922744751,0.6973483562469482,0.5558744072914124,0.4954085648059845,0.48903995752334595,0.43087828159332275,0.2612209618091583,0.1544206738471985,0.06777048110961914,0.4272560775279999,0.43397384881973267,0.5173240900039673,0.5560376048088074,0.4711049795150757,0.46305498480796814,0.5428157448768616,0.5817402601242065,0.52757728099823,0.38299548625946045,0.3092382252216339,0.24557313323020935,c
0.5210809111595154,0.579808235168457,0.5654313564300537,0.5021235346794128,0.43079107999801636,0.5521348714828491,0.5499327182769775,0.5477957725524902,0.5458100438117981,0.4730788469314575,0.4379653036594391,0.4332760274410248,0.45025435090065,0.39997225999832153,0.37235745787620544,0.37940868735313416,0.3995060920715332,0.3384435474872589,0.3073561191558838,0.2940713167190552,0.2940717339515686,0.8713504076004028,0.6932716965675354,0.5465101599693298,0.4917479157447815,0.48610273003578186,0.41273313760757446,0.24138420820236206,0.13319185376167297,0.047480762004852295,0.410530149936676,0.430215448141098,0.5232023000717163,0.5642874836921692,0.4599587619304657,0.4693087935447693,0.5632201433181763,0.607968270778656,0.5225999355316162,0.370389461517334,0.2856627106666565,0.2130996584892273,c
0.5057937502861023,0.5659100413322449,0.5465090870857239,0.4763551950454712,0.4003662168979645,0.5342614054679871,0.5302060842514038,0.5253307819366455,0.5204472541809082,0.4530206620693207,0.41376471519470215,0.40889260172843933,0.42525091767311096,0.378127783536911,0.34726908802986145,0.3565848469734192,0.37749919295310974,0.3142448663711548,0.28385889530181885,0.27269670367240906,0.27412766218185425,0.8799247145652771,0.7008237242698669,0.5495125651359558,0.5003949999809265,0.5023104548454285,0.4168381094932556,0.24436283111572266,0.13219889998435974,0.044562697410583496,0.4222583472728729,0.4275616407394409,0.5131259560585022,0.554660439491272,0.4792344272136688,0.4686529338359833,0.5511215925216675,0.5925328135490417,0.5475144982337952,0.39138463139533997,0.30661994218826294,0.23173931241035461,c
0.4366123080253601,0.5189752578735352,0.5136119723320007,0.452475368976593,0.3818608522415161,0.49829795956611633,0.4994693100452423,0.4983827471733093,0.4966222941875458,0.41760024428367615,0.38127416372299194,0.37282922863960266,0.3852941691875458,0.340179443359375,0.30918851494789124,0.3142302930355072,0.3315902650356293,0.27517271041870117,0.2442300021648407,0.2331194281578064,0.23306810855865479,0.8539938926696777,0.6937968134880066,0.5457937717437744,0.47879689931869507,0.4684501886367798,0.40851029753685,0.23568952083587646,0.12501603364944458,0.03720378875732422,0.40871262550354004,0.4164970815181732,0.5017704963684082,0.5510135293006897,0.45406562089920044,0.44997715950012207,0.5368912816047668,0.5810085535049438,0.5126983523368835,0.3679903745651245,0.2896338701248169,0.22309091687202454,c
0.37707966566085815,0.46710386872291565,0.4770595133304596,0.42423927783966064,0.3585408627986908,0.42944708466529846,0.44413986802101135,0.44889721274375916,0.44737428426742554,0.3462347686290741,0.3479762673377991,0.3526841402053833,0.3638519048690796,0.2735535204410553,0.2785683274269104,0.29561448097229004,0.3098323941230774,0.211324080824852,0.18232810497283936,0.1752176135778427,0.180204376578331,0.869634747505188,0.7132559418678284,0.5696724653244019,0.49029698967933655,0.4700198769569397,0.4213395416736603,0.24336564540863037,0.12918439507484436,0.04078754782676697,0.4160049557685852,0.4063578248023987,0.4807700514793396,0.5226178169250488,0.46619921922683716,0.4531583786010742,0.5232542157173157,0.5659711956977844,0.529655933380127,0.37315070629119873,0.2880062162876129,0.21825599670410156,c
0.31656739115715027,0.4129936993122101,0.42820966243743896,0.38215193152427673,0.31718549132347107,0.36149194836616516,0.3809751868247986,0.38678985834121704,0.38292396068573,0.2694656550884247,0.2965904772281647,0.30530205368995667,0.3095662295818329,0.19608840346336365,0.22340601682662964,0.24442601203918457,0.25314807891845703,0.13719679415225983,0.11677002906799316,0.11455579102039337,0.11925399303436279,0.8810106515884399,0.7213538885116577,0.5660613775253296,0.4765421152114868,0.4605562686920166,0.4163830280303955,0.2377646267414093,0.1238093376159668,0.033284783363342285,0.41487935185432434,0.4080688953399658,0.48952051997184753,0.5370655059814453,0.46231609582901,0.44818544387817383,0.5279160141944885,0.5747833251953125,0.5163370966911316,0.36143356561660767,0.28045547008514404,0.21360152959823608,c
0.28879064321517944,0.38951587677001953,0.3932996988296509,0.34339773654937744,0.27547240257263184,0.31739184260368347,0.32943427562713623,0.33457282185554504,0.3303624987602234,0.2231544703245163,0.24168923497200012,0.2522319257259369,0.26357126235961914,0.1474735140800476,0.16575738787651062,0.18771348893642426,0.2033178061246872,0.08766324818134308,0.06778623163700104,0.06617355346679688,0.07243990898132324,0.8683733940124512,0.7082688212394714,0.5559679269790649,0.4787927269935608,0.4696965217590332,0.3912064731121063,0.22039353847503662,0.11651301383972168,0.030731022357940674,0.39805901050567627,0.40173792839050293,0.49047550559043884,0.538863480091095,0.4517800807952881,0.44368600845336914,0.5314935445785522,0.5826805830001831,0.5101682543754578,0.3633102774620056,0.28758978843688965,0.2207661271095276,c
0.2844487130641937,0.3783223032951355,0.3778856098651886,0.3209686875343323,0.2496870458126068,0.30362576246261597,0.3158060312271118,0.31945937871932983,0.31323710083961487,0.2083500325679779,0.23374588787555695,0.24468882381916046,0.2536134123802185,0.1327013522386551,0.15847699344158173,0.18396690487861633,0.19844487309455872,0.07297061383724213,0.04994481801986694,0.05159725248813629,0.06071588397026062,0.8764389753341675,0.7061387300491333,0.5475249886512756,0.4682893455028534,0.4590059816837311,0.39511507749557495,0.2187507152557373,0.11327072978019714,0.026819735765457153,0.40604275465011597,0.40212199091911316,0.4907955825328827,0.540433406829834,0.46104392409324646,0.44763824343681335,0.5385022163391113,0.5911731719970703,0.520756721496582,0.37246817350387573,0.2940833270549774,0.22433781623840332,c
0.2852415144443512,0.3755747079849243,0.37125247716903687,0.31387877464294434,0.2472684383392334,0.30881690979003906,0.31724196672439575,0.3170199394226074,0.30903688073158264,0.21168804168701172,0.2365121841430664,0.24736639857292175,0.255795955657959,0.13561081886291504,0.15928450226783752,0.1835632026195526,0.19684860110282898,0.07769908010959625,0.051921769976615906,0.04944238066673279,0.05555830895900726,0.8836139440536499,0.7056941986083984,0.5479910373687744,0.46463915705680847,0.44642359018325806,0.4001160264015198,0.22082161903381348,0.11145356297492981,0.023511111736297607,0.40580642223358154,0.4022881090641022,0.4884776473045349,0.5370131731033325,0.4601544141769409,0.448163241147995,0.5350387096405029,0.5853769779205322,0.5216943025588989,0.3673176169395447,0.28639325499534607,0.2175275683403015,c
